"row","id","region","corp","school","class","gender","age","race","geread","gevocab","gereadcm","gelang","gelangmc","gelangcm","gemath","gemathcp","gemathcm","getotal","npanverb","npamem","npaverb","npatotal","csi","multi","clenroll","classize","ptratio","ptia","locale","chapter1","ses","context","calender","senroll","sattend","white1","black1","hispanc1","asian1","aindian1","multi1","total1","noteach","avgage1","avgexp1","avgsal1","spert","thrdclss","thrdstud","passla1","passmth1","passbth1","tmnnce1","rmdnce1","lamdnce1","mmdnce1","tmdnce1","avgcsi1","geog","totepp","cenroll","cattend","freelnch","lep","speced","minority","white2","black2","hispanc2","asian2","aindian2","multi2","total2","thrdadm","thrdtech","avgage2","avgexp2","avgsal2","thrdaide","passla2","passmth2","passbth2","tmnnce2","rmdnce2","lamdnce2","mmdnce2","tmdnce2","rmediate"
"7509",4553,3,5740,6162,3,2,103,5,4.6,7.5,6.3,12,11.4,12.5,5.9,3.8,4.7,6.9,80,28,29,58,103,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7510",4554,3,5740,6162,3,1,102,5,4.5,4,4.2,12,5.3,8.8,4.1,3.8,3.9,5,75,92,95,92,123,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7511",4555,3,5740,6162,3,1,103,5,9.2,4.1,6.2,5.4,8.1,7.2,11,3.5,6.2,6.7,99,54,90,97,130,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7512",4556,3,5740,6162,3,1,103,5,4.6,2.2,2.9,3.3,3.2,3.2,4,3.2,3.6,3.3,88,25,78,80,114,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7513",4557,3,5740,6162,3,2,105,5,6.4,6.3,6.3,7.4,1.9,3.7,6.2,3.5,4.5,4.8,79,56,88,83,115,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7514",4558,3,5740,6162,3,2,107,5,2.1,2.9,2.5,2.8,1.2,2.2,2.2,2.4,2.3,2.3,4,27,13,5,73,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7515",4559,3,5740,6162,3,2,115,5,6.4,3.7,4.6,12,3.8,7.5,6.4,2.8,4,4.9,83,7,82,70,109,2,21,2,21,2,4,1,70.1,734,1,438,96.2,89,2.7,0.9,1.4,0,5.9,10.9,25.8,43.5,13.2,40972,17,3,55,67,68,57,60.5,54.3,57,63,60.3,102,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7516",4560,3,5740,6173,1,2,102,5,10.6,5,7.6,4.1,6.7,5.1,11,4.2,6.8,6.6,62,38,99,81,114,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7518",4562,3,5740,6173,1,1,107,5,8.3,11.2,10,12,7.9,10.3,5.7,5.5,5.7,8.4,21,64,97,56,102,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7519",4563,3,5740,6173,1,1,110,5,4.5,10.9,7.8,12,4.8,8.3,4.5,3.8,4.1,6.3,76,3,76,62,105,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7520",4564,3,5740,6173,1,1,102,5,2.4,3.1,2.8,4,4.1,4,3.2,3.7,3.5,3.5,69,29,65,62,105,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7521",4565,3,5740,6173,1,1,107,5,2.8,3,2.9,2.7,4.6,3.4,4.7,3.1,3.7,3.5,72,30,45,57,103,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7522",4566,3,5740,6173,1,1,102,5,8.3,6.7,7.3,5.4,4.4,4.8,11,5.5,7.8,6.4,75,92,65,82,114,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7523",4567,3,5740,6173,1,2,105,5,2.2,2.6,2.4,4.2,5.2,4.8,3.8,3.5,3.7,3.6,71,76,40,67,107,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7524",4568,3,5740,6173,1,2,99,5,9.2,11,10.2,12,3.1,7,11,5.5,7.8,7.7,98,96,99,99,141,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7525",4569,3,5740,6173,1,2,107,5,3.7,2.4,2.8,3.2,3.2,3.2,4.4,5.5,5.1,4,65,90,49,70,109,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7526",4570,3,5740,6173,1,1,107,5,8.2,5,6.5,5.9,5.7,5.7,4.9,5.5,5.3,6.3,99,90,93,99,137,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7527",4571,3,5740,6173,1,1,112,5,3.7,4.2,4,2.8,11.4,6.2,3.8,3.5,3.7,4.4,85,70,63,81,114,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7528",4572,3,5740,6173,1,2,101,5,3.7,3.8,3.8,4.6,4,4.2,6.4,5.5,5.9,4.9,70,82,87,84,116,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7529",4573,3,5740,6173,1,2,111,5,4.9,4.7,4.9,2.7,7.2,4.3,4.4,3.9,4.2,4.6,89,88,75,91,121,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7532",4576,3,5740,6173,1,1,107,5,12,11.2,12,12,4.5,8,4.7,3.7,4.1,7.2,86,75,97,95,126,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7533",4577,3,5740,6173,1,2,106,5,3.2,3.8,3.5,6.5,3.5,4.5,6.4,4.1,5,4.6,86,85,94,95,126,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7534",4578,3,5740,6173,1,1,101,5,3.9,8.9,6.3,4.5,6.2,5.2,3.4,5.5,4.5,5.2,98,93,93,99,137,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7535",4579,3,5740,6173,1,2,106,5,12,7.5,10.4,4.3,6.2,5.1,11,3.6,6.2,7.3,99,90,98,99,141,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7536",4580,3,5740,6173,1,1,110,5,3.6,5.4,4.5,3.2,4.9,4,6.7,4,5,4.8,55,21,33,41,96,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7538",4582,3,5740,6173,1,1,106,5,5,4.7,4.9,3.5,3.2,3.3,5.9,4.6,5.2,4.8,77,73,81,83,115,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7539",4583,3,5740,6173,2,2,103,5,3.3,3.2,3.2,3.9,3.8,3.8,3.6,4.8,4.2,4,78,54,71,75,111,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7540",4584,3,5740,6173,2,2,107,5,3.1,3.8,3.4,4.6,4.7,4.7,3,3.2,3.1,3.6,70,59,97,85,117,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7541",4585,3,5740,6173,2,1,103,5,5,5.4,5.2,4.3,6.7,5.3,2.9,2.6,2.8,3.9,40,60,54,47,99,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7542",4586,3,5740,6173,2,1,113,5,2.4,1.7,2,2.1,4.2,2.9,2.8,2.7,2.7,2.5,9,42,4,7,76,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7543",4587,3,5740,6173,2,2,112,5,3.4,5,4.3,4.5,4.9,4.7,4.8,2.8,3.5,4,89,79,81,91,121,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7544",4588,3,5740,6173,2,1,106,5,3.7,3.1,3.4,3.2,2.3,2.8,3.3,3.5,3.4,3.2,45,51,73,49,99,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7545",4589,3,5740,6173,2,1,107,5,6.4,10.9,8.9,12,4.7,8.2,6.2,4,4.9,7.2,98,90,81,97,131,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7546",4590,3,5740,6173,2,1,106,5,3,2.4,0.6,2.8,3.8,3.2,4.5,3.5,3.9,3.4,56,57,66,60,104,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7547",4591,3,5740,6173,2,1,112,5,12,11.2,12,7.8,4,5.1,4.1,5.5,4.9,7.2,82,54,95,89,119,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7548",4592,3,5740,6173,2,1,108,5,4.4,3.5,3.9,3.8,2.8,3.2,3.3,4.1,3.8,3.7,70,19,29,47,99,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7549",4593,3,5740,6173,2,1,108,5,4.3,6.8,5.2,5.4,7.9,7.1,4.9,3.9,4.3,5.2,90,50,68,83,115,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7550",4594,3,5740,6173,2,2,107,5,4.7,4.6,4.7,3.8,4.7,4.2,6.2,5.5,5.9,5.2,64,85,97,89,119,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7551",4595,3,5740,6173,2,1,105,5,3.1,4.9,4.1,12,4.5,8,5.8,5.5,5.7,6.3,99,90,98,99,141,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7552",4596,3,5740,6173,2,2,102,5,3,3.2,3.1,3.3,4,3.6,3.2,2.4,2.8,3,41,4,67,38,95,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7553",4597,3,5740,6173,2,1,107,5,2.4,2.2,2.2,2.6,2.4,2.5,3.8,5.5,4.7,3.5,51,30,32,41,96,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7554",4598,3,5740,6173,2,2,109,5,3.8,4.4,4.2,4,4.5,4.2,3.1,3.8,3.5,3.9,64,65,36,57,103,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7555",4599,3,5740,6173,2,2,118,5,3.5,3.8,3.7,3.3,4.5,3.8,3.2,3.7,3.5,3.6,27,22,17,20,86,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7556",4600,3,5740,6173,2,1,108,5,4.8,11.2,8.3,12,5.1,8.7,3.9,5.5,4.8,7.2,94,59,97,98,127,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7557",4601,3,5740,6173,2,1,100,5,4.8,3.7,4.3,4.4,4.5,4.5,3.1,4.1,3.7,4.1,67,37,51,58,103,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7558",4602,3,5740,6173,2,2,99,5,12,6.3,9.7,3.6,6,4.6,2.8,2.8,2.8,4.3,78,38,73,74,110,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7559",4603,3,5740,6173,2,2,106,5,12,11.2,12,12,7.9,10.3,11,4,6.7,8.9,92,42,98,94,125,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7560",4604,3,5740,6173,2,1,108,5,9.2,11.2,10.3,3.9,5.1,4.6,3,5.5,4.2,5.7,67,45,69,65,106,2,24,3,24,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7561",4605,3,5740,6173,3,1,101,5,3.1,1.7,2.2,2.8,2.6,2.7,3,3.3,3.2,2.7,40,47,39,39,95,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7562",4606,3,5740,6173,3,2,101,5,4,3,3.2,2.8,4.1,3.3,3.7,4,3.8,3.7,65,93,81,81,114,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
"7563",4607,3,5740,6173,3,1,100,5,6.4,11.2,9.2,6.5,9.5,7.7,11,5.5,7.8,7.7,97,62,99,99,136,2,25,3,25,2,2,2,90.6,30,1,534,97,90.8,1.9,1.1,2.4,0.2,3.6,9.2,28.9,41.6,12.6,41201,18.5,5,114,83,87,79,72.1,69,72.2,74.2,73.5,114,1,8040,10534,95.2,18,1.4,14.3,11.5,9320,389,149,283,32,361,1214,817,36.22,43.7,14.5,42240,4,71,73,63,65.7,59.9,65.6,68.9,65.2,21
